Licence No.,Premises Name,Premises Address,場所名稱,場所地址,Premises Phone No.,Premises Fax No.,Premises Email Address
H/0701,GOLD COAST HOTEL,"1 Castle Peak Road, Castle Peak Bay,Tuen Mun, New Territories.",黃金海岸酒店,新界屯門青山公路青山灣段1號,2452 8888,3112 6212,info@goldcoasthotel.com.hk
H/0735,VICTORIA,"Flat 112, 113, 115, 116, 117, 118, 119, 120,121, 1/F, Lap Tak Building,209 Lockhart Road, Wan Chai, Hong Kong.",維多利亞,香港灣仔駱克道209號立德大廈1字樓112、113、115、116、117、118、119、120 及121室,2511 1889,,
H/0736,VICTORIA,"1/F, Lap Tak Building,209 Lockhart Road,Wan Chai, Hong Kong.",維多利亞,香港灣仔駱克道209號立德大廈1字樓,2511 1889,,
H/0737,VICTORIA,"Flat 212, 213, 215-221, 2/F,Lap Tak Building, 209 Lockhart Road,Wan Chai, Hong Kong.",維多利亞,香港灣仔駱克道209號立德大廈2字樓212、213、215-221室,2511 1889,,
H/0739,VICTORIA,"1/F & 2/F, Lap Tak Building,209 Lockhart Road,Wan Chai, Hong Kong.",維多利亞,香港灣仔駱克道209號立德大廈1-2字樓,2511 1889,,
H/0745,VICTORIA,"Flat B&C, 2/F, Kiu Hing Mansion,14 King's Road,Causeway Bay, Hong Kong.",維多利亞,香港銅鑼灣英皇道14號僑興大廈2字樓B&C室,2578 7829,,
H/0746,VICTORIA,"Flat D, 2/F, Kiu Hing Mansion,14 King's Road,Causeway Bay, Hong Kong.",維多利亞,香港銅鑼灣英皇道14號僑興大廈2字樓D室,2578 7829,,
H/0754,TRAVELLER'S HOSTEL (HONG KONG INTERNATIONAL),"Flat A1&A2, 16/F, Block A, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",TRAVELLER'S HOSTEL (HONG KONG INTERNATIONAL),九龍尖沙咀彌敦道40號重慶大廈A座16字樓A1&A2室,2368 7710,,mrspau@yahoo.com.hk
H/0768,YESINN,"Flat L&M, 16/F, Rialto Mansion,183 King's Road, Fortress Hill,North Point, Hong Kong.",YESINN,香港北角炮台山英皇道183號利都樓16字樓L&M室,,,
H/0779,NEW FIRST GUEST HOUSE,"Flat B1, 7/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新第一賓館,九龍尖沙咀彌敦道40號重慶大廈B座7字樓B1室,9588 6717,,
H/0794,RANJEET GUEST HOUSE (HK),"Flat C1, 4/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",RANJEET GUEST HOUSE (HK),九龍尖沙咀彌敦道40號重慶大廈C座4字樓C1室,2368 9943,3422 8501,maharajahostel35@gmail.com
H/0796,MAHARAJA GUEST HOUSE,"Flat C6, 4/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",MAHARAJA GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈C座4字樓C6室,2368 9943,3422 8501,maharajahostel35@gmail.com
H/0800,USA HOSTEL HONG KONG,"Flat C1 & Flat F1, Block C & F,13/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",香港美國賓館,九龍尖沙咀彌敦道58號美麗都大廈13字樓C座C1室& F座F1室,2311 2520,2813 8837,
H/0804,REGAL KOWLOON HOTEL,"71 Mody Road, Tsim Sha Tsui East, Kowloon.",富豪九龍酒店,九龍尖沙咀東麼地道71號,2722 1818,2368 6807,rkh.info@regalhotel.com
H/0816,TAI PO INN,"2/F, Mei Fung Building,6 Wan Tau Kok Lane,Tai Po, New Territories.",大埔旅店,新界大埔運頭角里6號美楓大廈2字樓,2658 6121,2650 2170,wellfortune1984@gmail.com
H/0818,CITY ECONO GUEST HOUSE LIMITED,"Flat A&B, 6/F, Cumberland House,227 Nathan Road, Jordan, Kowloon.",京樺旅舘有限公司,九龍佐敦彌敦道227號金百龍大廈6字樓A&B室,2730 0212,2730 0268,cityecono@yahoo.com
H/0822,NEW TAI PO INN,"1/F, Mei Fung Building,6 Wan Tau Kok Lane,Tai Po, New Territories.",新大埔旅店,新界大埔運頭角里6號美楓大廈1字樓,2658 6121,2650 2170,wellfortune1984@gmail.com
H/0824,TAI PO VILLA,"2/F, Kwong Fuk Building,21-25 Kwong Fuk Road,Tai Po, New Territories.",大埔賓館,新界大埔廣福道21-25號廣福大廈2字樓,2653 6822,2650 2170,wellfortune1984@gmail.com
H/0839,GRAND HYATT HONG KONG,"1 Harbour Road,Wan Chai, Hong Kong.",GRAND HYATT HONG KONG,香港灣仔港灣道1號,2588 1234,2584 7861,hongkong.grand@hyatt.com
H/0842,SILVERMINE BEACH RESORT,"M.W. DD2 Lot 648,Silvermine Bay,Mui Wo, Lantau Island.",銀鑛灣渡假酒店,大嶼山梅窩銀礦灣第2約648號地段,6810 0111,2984 2138,francis@silvermineresort.com
H/0861,WELLCOME GUEST HOUSE,"Flat B8, 7/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",惠康賓館,九龍尖沙咀彌敦道40號重慶大廈B座7字樓B8室,6743 0363,,
H/0875,NGA LI,"1/F, 388 Prince Edward Road,Kowloon.",雅莉別墅,九龍太子道388號1字樓,2382 3086,,york.stand@yahoo.com.hk
H/0876,WING TAI GUESTHOUSE,"Flat C, 10/F, Pak Lok Building,322-326A Nathan Road,Jordan, Kowloon.",榮泰賓館,九龍佐敦彌敦道322-326A號百樂大廈10字樓C室,2770 7318,,tiffanychan3530@gmail.com
H/0882,KIMBERLEY GUEST HOUSE,"1/F, Champagne Court,18 Kimberley Road,Tsim sha Tsui, Kowloon.",金巴利賓館,九龍尖沙咀金巴利道18號香檳大廈1字樓,2723 9280,2723 8625,
H/0883,GOLDLION VILLA,"1/F, Champagne Court,20 Kimberley Road,Tsim Sha Tsui, Kowloon.",金利來別墅,九龍尖沙咀金巴利道20號香檳大廈1字樓,2723 9280,2723 8625,
H/0884,THE IMPERIAL HOTEL,"30-34 Nathan Road,Tsim Sha Tsui, Kowloon.",帝國酒店,九龍尖沙咀彌敦道30-34號,2366 2201,2311 2360,imperial@imperialhotel.com.hk
H/0920,GUANGDONG GUEST HOUSE,"Flat B2, 5/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",廣東賓館,九龍尖沙咀彌敦道40號重慶大廈B座5字樓B2室,6306 0782,,simonhostel@ymail.com
H/0924,TAIWAN HOSTEL,"Flat F4, Block F,4/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",台灣旅舍,九龍尖沙咀彌敦道58號美麗都大廈F座4字樓F4室,2311 1183,3583 2359,gardenhostel1@gmail.com
H/0941,MONG KOK HOSTEL,"Flat 1101, 11/F, Sun Hing Building,607 Nathan Road, Mong Kok, Kowloon.",旺角旅館,九龍旺角彌敦道607號新興大廈11字樓1101室,6936 7968,2374 0278,ko_po@yahoo.com.hk
H/0953,PEARL APARTMENT,"4/F, Bik Lan House, 43 Pitt Street,Yau Ma Tei, Kowloon.",明珠別墅,九龍油麻地碧街43號碧蘭大樓4字樓,2384 0113,2480 4728,avgala123@yahoo.com.hk
H/0954,THE CITYVIEW,"G/F, 1/F, 2/F, 5/F-18/F,23 Waterloo Road,Yau Ma Tei, Kowloon.",城景國際,九龍油麻地窩打老道23號地下、1字樓、2字樓、5-18字樓,2771 9111,2388 5926,info@thecityview.com.hk
H/0981,PANDA HOTEL,"3 Tsuen Wah Street,Tsuen Wan, New Territories.",悅來酒店,新界荃灣荃華街3號,2409 1111,2409 1818,reservations@pandahotel.com.hk
H/0982,THE KIMBERLEY HOTEL,"28 Kimberley Road,Tsim Sha Tsui, Kowloon.",君怡酒店,九龍尖沙咀金巴利道28號,2700 6688,2723 1318,info.hktst@ctg.cn
H/0999,GARDEN GUEST HOUSE,"Flat C5, 16/F, Block C,Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",花園賓館,九龍尖沙咀彌敦道40號重慶大廈C座16字樓C5室,9194 5923,,greatest.timehk@gmail.com
H/1003,INTERCONTINENTAL GRAND STANFORD HONG KONG,"70 Mody Road,Tsim Sha Tsui East, Kowloon.",海景嘉福酒店,九龍尖沙咀東麼地道70號,2721 5161,2732 2233,info@icgrandstanford.com
H/1004,KOWLOON GUEST HOUSE A,"Flat B8, 11/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍招待所A,九龍尖沙咀彌敦道40號重慶大廈B座11字樓B8室,6288 1666,,uihotel@gmail.com
H/1005,HEAD SUN GUEST HOUSE,"Flat D2, Block D,4/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",恒生賓館,九龍尖沙咀彌敦道40號重慶大廈D座4字樓D2室,2368 1911,2724 5071,
H/1008,PRINCESS GUEST HOUSE MING KEE,"Flat D3, 3/F, Block D,Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",樂宮特級招待所,九龍尖沙咀彌敦道40號重慶大廈D座3字樓D3室,2368 2007,,dragoninn1988@gmail.com
H/1009,GOLDEN GUEST HOUSE,"Flat D1, Block D,4/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",金城賓館,九龍尖沙咀彌敦道40號重慶大廈D座4字樓D1室,2368 1911,2724 5071,
H/1012,FUNG YUEN VILLA,"Flat L, 1/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",鳳苑別墅,香港銅鑼灣利園山道70號鳳鳴大廈1字樓L室,2392 6868,,hosteltb@yahoo.com.hk
H/1025,ROSE GARDEN VILLA,"1/F, Kam Luk Building,79 Shek Yam Road,Kwai Chung, New Territories.",玫瑰園小築,新界葵涌石蔭路79號金祿樓1字樓,2489 0243,,
H/1039,FUNG SHING VILLA,"2/F, Bik Lan House,47-49 Pitt Street,Yau Ma Tei, Kowloon.",豐城賓館,九龍油麻地碧街47-49號碧蘭大樓2字樓,6608 7223,,rainbowcityinn@gmail.com
H/1044,NEW WORLD GUEST HOUSE,"Flat C5, 7/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新世界賓館,九龍尖沙咀彌敦道40號重慶大廈C座7字樓C5室,5247 8079,,guesthousenewworld@gmail.com
H/1055,BAGUIO MOTEL,"Flat D, 1/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",碧瑤別墅,香港銅鑼灣利園山道70號鳳鳴大廈1字樓D室,2392 6868,,hosteltb@yahoo.com.hk
H/1058,WHITE DAY ROOMS LIMITED,"Flat A, B, 1/F, Mansion Building,846 King's Road, Quarry Bay, Hong Kong.",日房居有限公司,香港鰂魚涌英皇道846號民新大廈1字樓A、B室,9042 7398,,olivertsang0616@yahoo.com.hk
H/1066,JW MARRIOTT HOTEL HONG KONG,"8/F - 35/F, One Pacific Place,88 Queensway,Central, Hong Kong.",JW MARRIOTT HOTEL HONG KONG,香港中環金鐘道88號太古廣場太古廣場一座8-35字樓,2810 8366,2845 0737,jwmarriott.hk@marriotthotels.com
H/1068,SEAVIEW HOSTEL,"Flat F3, 16/F, Block F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",海景旅舍,九龍尖沙咀彌敦道58號美麗都大廈F座16字樓F3室,2311 1183,3583 2359,gardenhostel1@gmail.com
H/1070,FOREST VILLA,"2/F, Besthing Mansion,404-406 Jaffe Road, Wan Chai,Hong Kong.",森林小築,香港灣仔謝斐道404-406號文石大廈2字樓,5380 1110,,
H/1071,HA FA VILLA,"1/F, Besthing Mansion,404-406 Jaffe Road, Wan Chai,Hong Kong.",杏花小築,香港灣仔謝斐道404-406號文石大廈1字樓,5380 1110,,hafavilla@gmail.com
H/1073,GO 2 TOGETHER,"3/F, Wah May Building,211 Portland Street,Mong Kok, Kowloon.",高爾,九龍旺角砵蘭街211號華美大樓3字樓,3460 2477,,
H/1078,WONG KUNG VILLA,"Flat C & D, 1/F, Kin Yick Building,86-90 Hop Yick Road,Yuen Long, New Territories.",皇宮賓館,新界元朗合益路86-90號建益樓1字樓C&D室,2473 1795,,anitachui2604@yahoo.com.hk
H/1102,NEW HO WAH VILLA,"4/F, Knapwood Commercial Building,253-255 Temple Street,Jordan, Kowloon.",新豪華賓館,九龍佐敦廟街253-255號世華商業大廈4字樓,2712 3108,,howahguesthouse@gmail.com
H/1111,LAP SHUN HOSTEL,"Flat B, 5/F, National Court,242 Nathan Road,Jordan, Kowloon.",立信賓館,九龍佐敦彌敦道242號立信大廈5字樓B室,2723 0880,,lapshunhostel@yahoo.com.hk
H/1121,HUA HING GUEST HOUSE,"Flat F2, 15/F, Block F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",華興旅館,九龍尖沙咀彌敦道58號美麗都大廈F座15字樓F2室,2311 8807,,mhlhotel6699@gmail.com
H/1129,PARK EXCELLENT VILLA,"Flat 24-29, 1/F, Wing Lee Building,27-33 Kimberley Road,Tsim Sha Tsui, Kowloon.",百佳賓館,九龍尖沙咀金巴利道27-33號永利大廈1字樓24-29室,2367 7005,2381 0870,
H/1136,CHUNG KIU INN,"Flat C, 9/F, Hong Kong Mansion,1 Yee Wo Street, Causeway Bay,Hong Kong.",中僑賓館,香港銅鑼灣怡和街1號香港大廈9字樓C室,2392 6868,,hosteltb@yahoo.com.hk
H/1141,ALOHAS HONG KONG,"Flat A, 7/F, Kamling Building,231 Nathan Road, Jordan, Kowloon.",愛樂活 (香港),九龍佐敦彌敦道231號金陵大廈7字樓A室,5117 3470,2730 3123,alohashongkong@gmail.com
H/1147,KEW GREEN HOTEL WANCHAI HONG KONG,"G/F & 2/F-R/F,41-49 Hennessy Road,Wan Chai, Hong Kong.",香港灣仔睿景酒店,香港灣仔軒尼詩道41-49號地下&2字樓-天台,2865 6111,2866 7615,
H/1148,METROPARK HOTEL MONGKOK HONG KONG,"22 Lai Chi Kok Road,Mong Kok, Kowloon.",香港旺角維景酒店,九龍旺角荔枝角道22號,2397 6683,2397 6440,info.hkmk@ctg.cn
H/1149,METROPARK HOTEL KOWLOON HONG KONG,"75 Waterloo Road,Ho Man Tin, Kowloon.",香港九龍維景酒店,九龍何文田窩打老道75號,2761 1711,2761 9070,eo.hkkl@metroparkhotels.com
H/1157,CAPITAL VILLA,"1/F, Kam Luk Building,83 Shek Yam Road,Kwai Chung, New Territories.",京都小築,新界葵涌石蔭路83號金祿樓1字樓,2489 0103,,
H/1165,TAJ SUPER DELUXE,"Flat C5, 3/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",TAJ SUPER DELUXE,九龍尖沙咀彌敦道40號重慶大廈C座3字樓C5室,9366 0500,,jaygill0577@gmail.com
H/1218,SIU HING HOSTEL,"Flat B, 4/F, Siu Hing Building,230-236 Temple Street,Jordan, Kowloon.",韶興賓館,九龍佐敦廟街230-236號韶興大廈4字樓B室,9253 5287,,
H/1279,REGAL RIVERSIDE HOTEL,"34-36 Tai Chung Kiu Road,Sha Tin, New Territories.",麗豪酒店,新界沙田大涌橋路34-36號,2649 7878,2132 1302,rrh.info@regalhotel.com
H/1303,南北賓館,"Flat B&C, 8/F, Pollock Building,9-10 Tak Hing Street,Jordan, Kowloon.",南北賓館,九龍佐敦德興街9-10號寶來大廈8字樓B&C室,2369 0869,,
H/1308,AIRY STAY,"Flat 1, 9/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",AIRY STAY,九龍油麻地彌敦道385號平安大樓9字樓1室,,,
H/1323,HON KUNG GUEST HOUSE,"Flat A-B, 2/F, Hung Fook Building,7 Kik Yeung Road, Yuen Long,New Territories.",漢宮賓館,新界元朗擊壤路7號鴻福樓2字樓A-B室,2475 7528,2882 1709,wellentlic@gmail.com
H/1335,MA BO VILLA,"1/F, 53-59 Pilkem Street,Jordan, Kowloon.",孖寶賓館,九龍佐敦庇利金街53-59號1字樓,2317 4239,2768 8960,
H/1344,VIVA VILLA,"1/F, 9 Norfolk Road,Kowloon Tong, Kowloon.",漫春天閒休,九龍九龍塘羅福道9號1字樓,2338 6223,,bthotelltd@gmail.com
H/1347,ROMANTIC VILLA,"G/F, 9 Norfolk Road,Kowloon Tong, Kowloon.",異風情閒休,九龍九龍塘羅福道9號地下,2338 6223,,bthotelltd@gmail.com
H/1382,CHEUNG CHAU WARWICK HOTEL,"CC Lot 1147, East Bay,Cheung Chau.",長洲華威酒店,長洲東灣第1147號地段,2981 0976,2981 9174,admin@warwickhotel.com.hk
H/1455,WAH KING HOLIDAY RESORT COMPANY,"Flat C, G/F,Block 5, Bela Vista Villa,DD CC 1491, Cheung Chau.",WAH KING HOLIDAY RESORT COMPANY,長洲長洲地段第1491號東堤小築第5座地下C室,,,
H/1496,WING SING HONG,"Flat 5, 5/F, Alhambra Building,385 Nathan Road,Yau Ma Tei, Kowloon.",永盛行,九龍油麻地彌敦道385號平安大樓5字樓5室,2780 8168,2332 9856,
H/1523,FU KEE HORIZON RESORT,"Flat A, G/F, Block 11 & Flat D, G/F, Block 9,Bela Vista Villa,DD CC 1491, Cheung Chau.",富記度假村,長洲長洲地段第1491號東堤小築第11座地下A室&第9座地下D室,2981 0093,2981 0603,ccfukee@gmail.com
H/1558,CHARTER LEVEL COMPANY LIMITED,"Flat A, 2/F, Block10, Silverview Centre,8 Ngan Kwong Wan Road,Mui Wo, Lantau Island.",CHARTER LEVEL COMPANY LIMITED,大嶼山梅窩銀鑛灣路8號銀景中心第10座2字樓A室,2791 2206,,esthertangwm@yahoo.com.hk
H/1583,SILVER WAVE COTTAGE,"Flat B, 2/F,Block 5, Bela Vista Villa,DD CC 1491, Cheung Chau.",銀浪小屋,長洲長洲地段第1491號東堤小築5座2字樓B室,9208 2383,,kankinyuen@yahoo.com.hk
H/1612,TAK KEE,"Flat D, G/F,Block 5, Bela Vista Villa,DD CC 1491, Cheung Chau.",德記,長洲長洲地段第1491號東堤小築5座地下D室,2981 7170,,
H/1633,PHILIP TOU KWOK CHIU,"G/F-2/F, DD 2 Lot 693,Wang Tong, Mui Wo,Lantau Island.",PHILIP TOU KWOK CHIU,大嶼山梅窩橫塘第2約693地段地下-2字樓   ,,,
H/1634,LEAD ON INVESTMENTS LIMITED,"Flat R3, 2/F, DD2 Lot 691,Wang Tong, Mui Wo, Lantau Island.",領航投資有限公司,大嶼山梅窩橫塘村第2約第691地段2字樓R3室,,,
H/1635,CECILIA LAM SHIU LING AND SO YUK SHIM,"G/F-1/F, DD 2 Lot 691,Wang Tong, Mui Wo,Lantau Island.",CECILIA LAM SHIU LING AND SO YUK SHIM,大嶼山梅窩橫塘第2約第691號地段地下-1字樓,,,
H/1643,YAU LEE HOLIDAY CENTRE,"Flat C, 1/F & Flat D, G/F, Block 10; Flat A&B, 2/F& Flat C&D, G/F, Block 11 & Flat E, 1/F, Block 12,Bela Vista Villa, DD CC 1491, Cheung Chau.",有利渡假屋,長洲長洲地段第1491號東堤小築12座1字樓E室、11座地下C&D室&2字樓A&B室&10座地下D室&1字樓C室,,,
H/1644,"YING'NFLO, WESLEY ADMIRALTY, HONG KONG","6/F-21/F, 22 Hennessy Road,Wan Chai, Hong Kong.",香港金鐘毅風,香港灣仔軒尼詩道22號6-21字樓,2292 3000,2292 3001,yfadm.info@yingnflo.com
H/1737,MEI KING COURT,"Flats C & D, 2/F,Block 11, Bela Vista Villa,DD CC 1491, Cheung Chau.",美景閣,長洲長洲地段第1491號東堤小築第11座2字樓C&D室,,,
H/1787,MAN LAI WAH RESORT,"2 Po Wah Yuen,Yung Shue Wan, Lamma Island.",文麗華度假屋,南丫島榕樹灣寶華園2號,2982 0220,,manlaiwahhotel@gmail.com
H/1918,FAIR VIEW HOLIDAY RESORT COMPANY,"DD328 Lot 1407,Tong Fuk, Lantau Island.",雅景渡假公司,大嶼山塘福第328約1407號地段,,2770 2269,
H/1943,SUN FAI RESORT HOUSE,"G/F-2/F,148 Tong Fuk Village,Lantau Island.",新輝渡假屋,大嶼山塘福村148號地下-2字樓,2886 2891,2915 9592,sunfaitrans@yahoo.com.hk
H/1944,SUN FAI RESORT HOUSE,"Lot 1866, G/F-2/F,149 Tong Fuk Village,Lantau Island.",新輝渡假屋,大嶼山1866地段塘福村149號地下-2字樓,2886 2891,2915 9592,sunfaitrans@yahoo.com.hk
H/1979,CONCERTO INN,"28 Hung Shing Yeh Beach,Yung Shue Wan, Lamma Island.",浪濤軒,南丫島榕樹灣洪聖爺灣28號,2982 1668,2982 0022,booking@concertoinn.com.hk
H/1991,WAH TAI TRADING COMPANY,"Flat No.18 (No. 8 Man Yuen Street) on 4th Floor,Man Yuen Building, Nos. 2-24 Man Yuen Street, No. 1-23 Man Wai Street,Kowloon.",華泰貿易公司,九龍文蔚街1-23號文苑街2-24號文苑樓4字樓18室(文苑街8號),6040 1198,,pollyhabi@yahoo.com.hk
H/2036,NATHAN HOUSE,"Flat G, 10/F, New Lucky House,15 Jordan Road, Jordan,Kowloon.",蘇杭賓館,九龍佐敦佐敦道15號華豐大廈10字樓G室,2384 0143,,
H/2085,HO HO HOLIDAY RESORT,"G/F-2/F, 14 Tong Fuk Village,Lantau Island.",好好渡假屋,大嶼山塘福村14號地下-2字樓,9668 4787,,
H/2118,ROSE GARDEN APARTMENT,"5/F, 215 Sai Yee Street,Mong Kok, Kowloon.",梅瑰園小築,九龍旺角洗衣街215號5字樓,6238 3927,,1265419811@qq.com
H/2141,CORINNE,"30-32 Cumberland Road,Kowloon Tong,Kowloon.",歌朗妮,九龍九龍塘金巴倫道30-32號,2336 7074,,
H/2155,KYOTO GUEST HOUSE,"Flat A8, 15/F, Block A, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",京都旅館,九龍尖沙咀彌敦道40號重慶大廈A座15字樓A8室,9077 8297,,
H/2168,THE SALVATION ARMY MA WAN YOUTH CAMP,"CLL W5023 Off Chun Hoi Road, Ma Wan,New Territories.",救世軍馬灣青年營,新界馬灣島CLL W5023 Off Chun Hoi Road,2986 5244,2986 3787,mwyc.yfc@hkm.salvationarmy.org
H/2169,THE SALVATION ARMY BRADBURY CAMP,"6 Ming Fai Road,Cheung Chau.",救世軍白普理營,長洲明暉路6號,2981 0358,2986 8250,bc.yfc@hkm.salvationarmy.org
H/2181,TUNG CHUNG CAMP,"38 Ngau Au,Tung Chung, Lantau Island.",東涌營,大嶼山東涌牛凹38號,2988 1389,2957 8965,camp@hkpa.hk
H/2182,HONG KONG CHRISTIAN COUNCIL BRADBURY RETREAT CENTRE,"31 Kwun Yam Wan Road,Cheung Chau.",香港基督教協進會白普理退修中心,長洲觀音灣道31號,2368 7123,2724 2131,brc@hkcc.org.hk
H/2183,BGCA BRADBURY CAMP,"D.D.257, Lot 676, Wong Yi Chau,Sai Kung, New Territories.",香港小童群益會白普理營,新界西貢黃宜洲257約676地段,2792 1409,2792 6516,camp.info@bgca.org.hk
H/2184,METHODIST RETREAT CENTRE,"19 & 27 Tung Wan Tau,Mui Wo Road, Lantau Island.",衛理園,大嶼山梅窩銀礦灣東灣頭19&27號,2527 2026,2527 2199,booking@methodist.org.hk
H/2185,Y'S MEN - YMCA WONG YI CHAU YOUTH CAMP,"Lot 75 DD 254, Wong Yi Chau,Sai Kung, New Territories.",聯青社-青年會黃宜洲青年營,新界西貢黃宜洲75地段254約,2792 4516,2792 3085,wyccamp@ymca.org.hk
H/2187,LAMMA YOUTH CAMP,Lamma Island,南丫青年營,南丫島,2982 1929,2664 4776,lyc@hkfyg.org.hk
H/2188,JOCKEY CLUB CHEUNG CHAU DON BOSCO YOUTH CENTRE,"18 Don Bosco Road,Cheung Chau.",賽馬會長洲鮑思高青年中心,長洲思高路18號,2981 0403,2981 9813,info@donboscocamp.org.hk
H/2189,CARITAS OI FAI CAMP,"4 Ming Fai Road,Cheung Chau.",明愛愛暉營,長洲明暉路4號,2981 0445,2981 8554,
H/2190,CARITAS MING FAI CAMP,"5 Ming Fai Road,Cheung Chau.",明愛明暉營,長洲明暉路5號,2981 0445,2981 8554,
H/2191,CARITAS KA FAI HOUSE,"1-3 Ming Fai Road,Cheung Chau.",明愛家暉苑,長洲明暉路1-3號,2981 0445,2981 8554,
H/2192,CARITAS SIU TONG CAMP,"Lai Chi Chong,Tolo Harbour, Sai Kung,New Territories.",明愛小塘營,新界西貢吐露港荔枝莊,2981 0445,2981 8554,
H/2193,CHINESE YMCA WU KWAI SHA YOUTH VILLAGE,"(STTL 366 Ma On Shan Wu Kwai Sha),2 On Chun Street, Sha Tin,New Territories.",烏溪沙青年新村,沙田馬鞍山烏溪沙366地段鞍駿街2號,2642 9420,2640 1033,wkscamp@ymca.org.hk
H/2194,HIGH ROCK CHRISTIAN CENTRE,"102 Sha Tin Tau Village,Sha Tin, New Territories.",基督教靈基營,新界沙田沙田頭村102號,2691 1483,2697 2169,shrc@stewards.hk
H/2195,TUNG TSZ SCOUT CENTRE,"100 Tung Tsz, Ting Kok Road,Tai Po, New Territories.",洞梓童軍中心,新界大埔汀角路洞梓100號,2665 8082,2666 6191,ttz@scout.org.hk
H/2196,PAK SHA WAN TAM WAH CHING SEA ACTIVITY CENTRE,"600 Hiram's Highway,Pak Sha Wan, Sai Kung,New Territories.",白沙灣譚華正海上活動中心,新界西貢白沙灣西貢公路600號,2719 8979,2358 2177,psw@scout.org.hk
H/2200,JOCKEY CLUB PHAB CAMP,"Jockey Club PHAB Camp,75 Pok Fu Lam Reservoir Road,Pok Fu Lam, Hong Kong.",賽馬會傷健營,香港薄扶林薄扶林水塘道75號賽馬會傷健營,2551 4209,2550 2384,jcpc@hkphab.org.hk
H/2202,TAI TAM SCOUT CENTRE,"RBL 873, Tai Tam Reservoir Road,Hong Kong.",大潭童軍中心,香港大潭水塘道873地段,2813 8150,2813 7391,ttm@scout.org.hk
H/2203,HONG KONG BAPTIST ASSEMBLY,"D.D. 77 Lot 1551 R.P,Ping Che Road,Fanling, New Territories.",香港浸會園,"新界粉嶺坪輋路77約, 1551地段的餘段",2674 0620,2659 0181,info@camphkba.org
H/2215,PO LEUNG KUK JOCKEY CLUB PAK TAM CHUNG HOLIDAY CAMP,"D.D.257 Lot 675,Sai Kung, New Territories.",保良局賽馬會北潭涌度假營,"新界西貢約257, 地段 675",2792 4302,2792 0917,ptc@poleungkuk.org.hk
H/2222,LIONS - YMCA JUNK BAY YOUTH CAMP,"47 Po Lam Road South,Sai Kung, New Territories.",獅子會-青年會將軍澳青年營,新界西貢47 Po Lam Road South,2702 7292,2701 9989,jbcamp@ymca.org.hk
H/2241,"SILKA SEAVIEW HOTEL, HONG KONG","268 Shanghai Street,Yau Ma Tei, Kowloon.",香港海景絲麗酒店,九龍油麻地上海街268號,2782 0882,2781 8800,info.seaview@silkahotels.com
